ID,text,label,score
2,other students need this help more than i do,NEGATIVE,0.6625621318817139
3,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
7,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
17,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
24,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
34,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
45,i don't want other people to see me and know that i am food insecure,NEGATIVE,0.9978811144828796
73,the location is inconvenient,NEGATIVE,0.9996395111083984
86,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
91,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
93,"i am not sure i am eligible to use the campus food pantry,other students need this help more than i do",NEGATIVE,0.9984540939331055
95,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
96,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
97,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
99,"i do not need assistance with obtaining food and household supplies,other students need this help more than i do",NEGATIVE,0.8721777200698853
101,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
103,other students need this help more than i do,NEGATIVE,0.6625621318817139
108,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
109,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
111,other students need this help more than i do,NEGATIVE,0.6625621318817139
115,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
127,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
134,other students need this help more than i do,NEGATIVE,0.6625621318817139
152,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
154,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
163,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
164,i am not sure i am eligible to use the campus food pantry,NEGATIVE,0.9988672733306885
176,i am not sure i am eligible to use the campus food pantry,NEGATIVE,0.9988672733306885
179,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
184,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
190,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
198,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
216,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
217,i don't want other people to see me and know that i am food insecure,NEGATIVE,0.9978811144828796
228,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
237,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
242,other students need this help more than i do,NEGATIVE,0.6625621318817139
243,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
260,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
266,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
276,other,POSITIVE,0.745530903339386
285,"i am not sure i am eligible to use the campus food pantry,other",NEGATIVE,0.9990198612213135
286,other students need this help more than i do,NEGATIVE,0.6625621318817139
311,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
313,"the location is inconvenient,other",NEGATIVE,0.9993243217468262
330,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
333,other students need this help more than i do,NEGATIVE,0.6625621318817139
334,"other students need this help more than i do,i don't want other people to see me and know that i am food insecure",NEGATIVE,0.9861213564872742
355,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
358,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
363,other students need this help more than i do,NEGATIVE,0.6625621318817139
366,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
367,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
370,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
377,"other students need this help more than i do,i don't want other people to see me and know that i am food insecure",NEGATIVE,0.9861213564872742
380,"i am not sure i am eligible to use the campus food pantry,other students need this help more than i do,other",NEGATIVE,0.9986177682876587
388,other students need this help more than i do,NEGATIVE,0.6625621318817139
390,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
391,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
392,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
398,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
399,"i do not need assistance with obtaining food and household supplies,other students need this help more than i do",NEGATIVE,0.8721777200698853
400,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
403,i don't want other people to see me and know that i am food insecure,NEGATIVE,0.9978811144828796
404,"other students need this help more than i do,other",NEGATIVE,0.6610376834869385
408,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
410,"i visit another food pantry/food bank in my community,i am not sure i am eligible to use the campus food pantry,other students need this help more than i do,i don't want other people to see me and know that i am food insecure",NEGATIVE,0.9976256489753723
412,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
413,other,POSITIVE,0.745530903339386
417,other students need this help more than i do,NEGATIVE,0.6625621318817139
422,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
438,"i do not need assistance with obtaining food and household supplies,other students need this help more than i do",NEGATIVE,0.8721777200698853
443,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
455,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
457,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
458,"i visit another food pantry/food bank in my community,i am not sure i am eligible to use the campus food pantry",NEGATIVE,0.9987855553627014
459,i do not need assistance with obtaining food and household supplies,NEGATIVE,0.9638597369194031
473,"i am not sure i am eligible to use the campus food pantry,other students need this help more than i do",NEGATIVE,0.9984540939331055
